유동자산회전률,CASH FLOW 대 매출액비율,당좌자산회전률,CASH FLOW 대 부채비율,총자본회전률,OCF,자기자본영업이익률,유동자산 대 비유동자산비율,총자본증가율,감가상각비 대 총비용비율,당좌자산구성비율,target
26.02882305844676,-9.677022454629345,28.642162390752752,-6.164517772465415,28.463612803810324,-1573.0,-13.31391852109778,471.1371137113711,71.99711236012995,6.267041646101407,77.19940970681417,0
23.9126103212649,-19.306930693069308,26.24220207087272,-36.74088520504903,36.4888308622324,-3939.0,1.614384554156377,215.8391233124329,-2.0925264411290887,5.105589187023185,60.077262890562125,0
34.20937889973087,3.186393003120468,39.93225574334405,7.996911537613059,39.183371219949024,725.0,0.9019855927188132,95.07508314576545,3.8542020639207344,6.129591628364739,40.27691671833024,0
49.55197625199274,8.912062717254642,61.175459234458415,24.778943039276164,47.83400845523854,2410.0,-5.494904608285085,86.81801658900895,-2.6434525039608734,5.984191387741598,36.82097182176782,0
31.38684741632078,10.072793448589628,35.37781402236195,33.64059967585089,29.70805550549648,3321.0,1.7120306998457098,244.5727769498261,71.99711236012995,6.300812215597816,65.21715624436835,0
25.96016225101407,4.6899075500770415,28.50789293067948,16.758430832759807,37.9088785046729,1948.0,1.5917258841787143,286.6059772061678,-1.2723013155523517,4.433924534427047,66.91917348130842,0
30.66784750026138,1.778802767472175,34.12629432175145,8.530486632044624,43.595908375590135,887.0,2.469658210074821,246.50852797721836,4.391793224299065,3.756599857029805,63.64486798391327,1
98.566522849344,9.33519143842347,120.03474232773596,81.36094674556213,120.93470463679184,5225.0,0.2232814851981936,96.31813361611876,-16.574436252861545,8.719257782175303,38.595998444319605,0
95.9599764181842,4.421728074816117,117.29956961265138,54.37565582371459,124.3094743094743,2591.0,-2.749457188709525,436.8678815489749,1.8495311352145545,6.623671046966454,68.08095379523951,0
52.57059073925176,6.497975708502024,61.55933705329327,41.365979381443296,78.53458630679008,2889.0,0.3445635528330781,444.5032220832933,20.09843438414867,3.872048720858292,70.88779764007631,0
48.232184539338185,-6.590278272009109,56.55919172402689,-36.74088520504903,75.78748651564186,-2778.0,-8.176581947073752,285.1869806094183,-1.7522786688334628,1.981508392050385,61.844660194174764,0
37.24352916897477,3.619236489836391,44.052880415232025,3.707908811138665,32.60495411971663,1241.0,3.014115152867664,93.748963687614,71.99711236012995,1.9719183419326336,41.30461655493748,1
113.5187559588388,19.150569086854528,114.00977349270288,50.28708315905548,81.01120300310869,13225.0,12.927305114937656,60.09164835577592,31.239030698648275,8.56383567711217,37.24441316206229,0
